Timestamp,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Posture
2023-10-01 23:52:52,0.0309,-0.0463,0.9789,5.43,-6.9,-16.91,-10.85,38.73,-6.91,supine
2023-10-01 23:52:52,0.0804,-0.0437,0.9802,3.72,-12.57,-37.35,-11.78,37.85,-5.42,supine
2023-10-01 23:52:52,0.0117,-0.0477,0.9878,-0.37,-5.8,-3.78,-14.21,36.36,-6.38,supine
2023-10-01 23:52:52,-0.0247,-0.0869,0.9988,11.9,14.34,-82.09,-14.95,35.17,-5.36,supine
2023-10-01 23:52:52,0.0212,-0.052,0.9807,-10.68,-8.0,-1.04,-15.33,34.8,-4.14,supine
2023-10-01 23:52:53,0.0428,-0.0277,0.9623,-2.69,-2.44,31.13,-15.31,34.51,-4.91,supine
2023-10-01 23:52:53,0.0135,-0.0496,0.9779,-0.31,-2.01,65.19,-14.43,35.72,-5.62,supine
2023-10-01 23:52:53,0.0254,0.0117,0.9558,1.83,-3.11,53.83,-12.24,38.53,-4.75,supine
2023-10-01 23:52:53,0.0096,-0.0426,0.979,0.79,-0.79,2.14,-11.5,39.75,-4.15,supine
2023-10-01 23:52:53,-0.0247,-0.0909,0.9915,8.0,1.16,-2.2,-11.66,38.45,-5.85,supine
2023-10-01 23:52:53,0.0704,-0.0748,0.9662,5.31,3.42,6.1,-10.55,38.94,-6.27,supine
2023-10-01 23:52:53,0.0261,-0.0511,0.9784,1.83,-0.49,0.43,-10.67,40.03,-4.46,supine
2023-10-01 23:52:53,0.0433,-0.0565,0.9688,1.16,-1.1,0.61,-10.6,39.66,-5.09,supine
2023-10-01 23:52:53,0.0316,-0.0514,0.9771,1.4,-1.34,0.43,-11.29,39.17,-5.54,supine
2023-10-01 23:52:53,0.0399,-0.0544,0.972,0.85,-2.32,0.24,-10.36,40.26,-4.96,supine
2023-10-01 23:52:54,0.0312,-0.0558,0.9769,1.46,-1.65,0.37,-10.64,39.79,-5.25,supine
2023-10-01 23:52:54,0.0392,-0.0469,0.9719,0.98,-2.69,0.18,-11.06,39.54,-5.77,supine
2023-10-01 23:52:54,0.0281,-0.0491,0.9944,0.73,-2.5,0.61,-11.33,39.64,-4.49,supine
2023-10-01 23:52:54,0.0331,-0.038,0.9933,-0.12,-4.09,0.37,-10.42,40.16,-4.39,supine
2023-10-01 23:52:54,0.0437,-0.0535,0.9767,0.49,-3.05,0.18,-10.68,39.42,-5.92,supine
2023-10-01 23:52:54,0.0331,-0.0547,0.9799,0.73,-2.5,0.31,-11.08,38.6,-7.01,supine
2023-10-01 23:52:54,0.0441,-0.0443,0.9719,0.67,-2.56,0.24,-10.78,39.34,-5.3,supine
2023-10-01 23:52:54,0.0339,-0.0568,0.976,1.22,-1.89,0.06,-10.4,39.25,-5.35,supine
2023-10-01 23:52:54,0.0337,-0.052,0.9734,0.55,-3.54,0.31,-10.39,39.03,-5.53,supine
2023-10-01 23:52:54,0.0348,-0.0564,0.974,1.04,-1.65,0.49,-10.06,40.0,-5.18,supine
2023-10-01 23:52:55,0.0347,-0.0511,0.9764,0.73,-2.93,0.24,-10.05,40.62,-4.59,supine
2023-10-01 23:52:55,0.0364,-0.0564,0.9736,0.92,-2.62,0.06,-11.08,39.64,-5.36,supine
2023-10-01 23:52:55,0.0327,-0.0541,0.9766,1.04,-2.14,0.31,-10.89,39.71,-6.14,supine
2023-10-01 23:52:55,0.0354,-0.0564,0.974,0.61,-3.11,0.06,-10.13,39.98,-4.3,supine
2023-10-01 23:52:55,0.0331,-0.0549,0.974,1.16,-2.01,0.37,-10.33,39.65,-5.87,supine
2023-10-01 23:52:55,0.0358,-0.0541,0.9741,0.92,-2.26,0.18,-10.93,39.25,-6.02,supine
2023-10-01 23:52:55,0.0339,-0.0542,0.9741,0.85,-2.44,0.0,-10.74,40.78,-4.48,supine
2023-10-01 23:52:55,0.0359,-0.0557,0.9751,1.04,-1.95,0.18,-10.69,39.61,-4.93,supine
2023-10-01 23:52:55,0.0369,-0.0535,0.9729,0.73,-2.93,0.06,-10.6,39.53,-6.23,supine
2023-10-01 23:52:55,0.0339,-0.0544,0.9744,1.1,-1.53,0.12,-10.58,39.72,-5.37,supine
